"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","GENERAL",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",4,11,"SOF005","SOFT FIX 5X5M PLASTER",,"UNIT",700.00,,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","GROCERY",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",1,12,"ARA001","ARABIAN MYSTERY PERFUME",,"PACK","3,500.00",,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","GROCERY",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",2,13,"BAK001","BAKED COCONUT CHIPS",,"UNIT",500.00,,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","GROCERY",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",3,14,"EVE008","EVERSURE BODY SPRAY",,"UNIT","1,000.00",,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","GROCERY",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",4,15,"PAS001","PASSCODE BODY SPRAY",,"UNIT","1,000.00",,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","GROCERY",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",5,16,"SMA004","SMART BLACK PERFUME",,"UNIT","3,500.00",,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","OINTMENT / CREAM",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",1,17,"GOY001","GOYA OLIVE OIL S\S",,"UNIT",550.00,,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","OINTMENT / CREAM",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",2,18,"NEO015","NEO - MEDROL LOTION",,"UNIT","1,600.00",,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","OINTMENT / CREAM",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",3,19,"ZET001","ZETGEL",,"UNIT",550.00,,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","SUPPLEMENTS",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",1,20,"NAT050","CHOLESTEROL DEFENCE X60TAB",,"PACK","5,850.00",,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","SUPPLEMENTS",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",2,21,"NAT 010","PROSTATE DEFENCE",,"PACK","7,400.00",,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","VITAMINS",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",1,22,"FOL001","FOLIC ACID  TABS X 100",,"UNIT",250.00,,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","VITAMINS",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",2,23,"KIN008","KING TONIC 200ML",,"BOTTLES",450.00,,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
"DRUG CONSULT PHARMACY","52 SHIPEOLU STREET PALM GROOVE LAGOS STATE. 
TEL: 08023162832","Monday, July 23, 2018", 8:44:26 pm,"Stock Price Listing Report","Filter:-Prod. Type :","VITAMINS",,,"Default","Product Code","Product Name","Unit of Measure","Sell price",3,24,"SUP007","SUPRAMULT PLUS TABS",,"UNIT","2,600.00",,,,,,,"Page -1 of 1","SupaWare Innovations(+2348051161664,+2348032682034) http://www.supawareinnovations.com/"
